,name,num_plasmids_full,num_plasmids_lim,sum_length_full,sum_length_lim,num_contigs_full,num_contigs_lim,num_cds_full,num_cds_lim,lengths_full,lengths_lim,read_depth_full,read_depth_lim,gene_density_full,gene_density_lim,gc_content_full,gc_content_lim
NS-1066_assembly,NS-1066_assembly,6,3,292710,123147,28,21,330,234,"[262910, 17822, 5143, 1795, 3359, 1681]","[100182, 17822, 5143]","[1.089721, 0.866964, 76.650011, 1.729625, 0.584307, 0.605485]","[1.243464, 0.865468, 76.650011]","[0.325613, 0.499607, 0.700953, 0.872981, 0.924085, 0.785247]","[0.803088, 0.478734, 0.700953]","[0.368472, 0.2966, 0.368073, 0.513649, 0.493004, 0.393813]","[0.347038, 0.2966, 0.368073]"
NS-1068_assembly,NS-1068_assembly,14,8,243948,154701,118,92,387,216,"[14546, 53101, 18179, 31125, 26676, 11831, 8597, 13186, 14297, 27340, 14640, 3363, 4233, 2834]","[53101, 26676, 18179, 11831, 14297, 13486, 12240, 4891]","[1.429218, 1.062899, 0.835107, 0.991694, 0.923104, 0.978425, 0.596881, 3.181786, 1.047244, 1.141702, 1.102167, 1.025837, 1.760863, 0.574935]","[1.062899, 1.05628, 0.675877, 0.967521, 1.047244, 3.068709, 0.509136, 1.265558]","[0.431321, 0.596599, 0.553881, 0.647518, 0.443995, 0.718874, 0.630452, 0.786213, 0.597188, 0.484967, 0.59918, 0.922985, 0.517364, 0.682781]","[0.596599, 0.443995, 0.491226, 0.718874, 0.597188, 0.768723, 0.870016, 0.447761]","[0.441565, 0.335455, 0.32433, 0.33388, 0.343905, 0.33725, 0.293474, 0.366601, 0.323704, 0.388661, 0.389003, 0.493012, 0.350579, 0.356387]","[0.335455, 0.343905, 0.32433, 0.33725, 0.323704, 0.366157, 0.367974, 0.348395]"
NS-1090_assembly,NS-1090_assembly,5,4,100167,120716,18,20,219,233,"[68770, 24562, 1795, 3359, 1681]","[68770, 31413, 2460, 18073]","[1.381563, 0.682385, 2.453607, 1.050665, 0.662701]","[1.381563, 1.101576, 1.080505, 0.611063]","[0.840715, 0.569457, 0.872981, 0.924085, 0.785247]","[0.840715, 0.853532, 0.728862, 0.472085]","[0.340003, 0.313004, 0.513649, 0.493004, 0.393813]","[0.340003, 0.362302, 0.39878, 0.29829]"
NS-1091_assembly,NS-1091_assembly,1,0,5802,0,5,0,12,0,[5802],[],[1.708052],[],[0.884178],[],[0.501896],[]
NS-1104_assembly,NS-1104_assembly,6,5,130519,113058,10,8,191,115,"[6750, 4276, 10956, 52369, 38707, 17461]","[4276, 6750, 10956, 52369, 38707]","[0.583812, 0.674902, 0.634435, 0.660368, 0.629888, 0.486495]","[0.674902, 0.583812, 0.634435, 0.660368, 0.629888]","[0.85437, 0.822965, 0.645035, 0.464607, 0.625107, 0.66388]","[0.822965, 0.85437, 0.645035, 0.45252, 0.381895]","[0.346222, 0.341908, 0.352957, 0.350245, 0.343633, 0.35628]","[0.341908, 0.346222, 0.352957, 0.350245, 0.343633]"
NS-1105_assembly,NS-1105_assembly,7,3,127995,118004,21,16,345,228,"[2626, 68770, 31413, 17821, 1795, 3889, 1681]","[68770, 24310, 24924]","[0.51026, 1.019225, 1.080688, 0.423389, 3.169177, 3.449734, 0.815398]","[1.019225, 0.522881, 1.13622]","[0.840061, 0.840715, 0.867698, 0.499635, 0.872981, 0.897146, 0.785247]","[0.840715, 0.557055, 0.874739]","[0.320259, 0.340003, 0.362366, 0.296616, 0.513649, 0.4973, 0.393813]","[0.340003, 0.311929, 0.364548]"
NS-1106_assembly,NS-1106_assembly,7,6,147943,127634,53,49,297,235,"[68758, 24277, 22061, 23943, 1749, 3359, 3796]","[68758, 16280, 5482, 14105, 19213, 3796]","[0.954129, 0.500921, 1.409693, 0.890011, 7.387833, 5.454507, 1.272422]","[0.954129, 1.199912, 1.467822, 0.944297, 0.89378, 1.332322]","[0.810917, 0.576142, 0.393364, 0.613248, 0.895941, 0.924085, 0.67176]","[0.810917, 0.354975, 0.540861, 0.453031, 0.697236, 0.67176]","[0.340004, 0.311859, 0.367798, 0.34436, 0.516867, 0.493004, 0.381191]","[0.340004, 0.362346, 0.377235, 0.351932, 0.344506, 0.381191]"
NS-1114_assembly,NS-1114_assembly,3,1,23563,24415,16,16,37,21,"[17926, 1748, 3889]",[24415],"[0.842528, 2.171533, 1.56988]",[0.891621],"[0.496709, 0.896453, 0.897146]",[0.554659],"[0.297612, 0.517162, 0.4973]",[0.312595]
NS-1117_assembly,NS-1117_assembly,5,3,95805,106615,7,10,193,177,"[12482, 20590, 57667, 1782, 3284]","[28358, 20590, 57667]","[0.670568, 0.523954, 0.508402, 1.016125, 1.052298]","[0.529466, 0.523954, 0.508402]","[0.793943, 0.811316, 0.778972, 0.879349, 0.92296]","[0.748537, 0.811316, 0.778972]","[0.329274, 0.343128, 0.344512, 0.514029, 0.492996]","[0.334579, 0.343128, 0.344512]"
NS-1124_assembly,NS-1124_assembly,6,2,112499,103978,17,15,294,233,"[68654, 28869, 2460, 6832, 1795, 3889]","[68654, 35324]","[0.992877, 1.074882, 1.10962, 0.812944, 3.540894, 1.100438]","[0.992877, 1.073913]","[0.858916, 0.872043, 0.75935, 0.56733, 0.872981, 0.897146]","[0.858916, 0.736581]","[0.340184, 0.359382, 0.39878, 0.337237, 0.513649, 0.496786]","[0.340184, 0.360322]"
NS-1131_assembly,NS-1131_assembly,3,4,55342,176209,11,45,91,333,"[51866, 1795, 1681]","[69216, 61958, 17821, 27214]","[1.041843, 2.033133, 0.715674]","[1.167949, 1.001595, 0.667564, 0.940435]","[0.821559, 0.872981, 0.785247]","[0.829346, 0.750702, 0.478761, 0.8977]","[0.345101, 0.513649, 0.393813]","[0.339474, 0.350625, 0.296616, 0.365731]"
NS-1132_assembly,NS-1132_assembly,3,1,133012,127867,17,14,207,194,"[127867, 1786, 3359]",[127867],"[1.172802, 1.850634, 0.620536]",[1.175321],"[0.699539, 0.87738, 0.924085]",[0.694589],"[0.345578, 0.515118, 0.493599]",[0.345547]
NS-1162_assembly,NS-1162_assembly,3,0,27264,0,9,0,36,0,"[22086, 3363, 1815]",[],"[0.944649, 1.264538, 1.2622]",[],"[0.400163, 0.922985, 0.863361]",[],"[0.356425, 0.49212, 0.510193]",[]
NS-1171_assembly,NS-1171_assembly,5,2,109310,102475,14,9,258,213,"[68770, 33705, 3359, 1795, 1681]","[33705, 68770]","[0.800174, 1.012644, 1.628762, 2.594973, 0.56704]","[1.012632, 0.800174]","[0.842228, 0.742323, 0.924085, 0.872981, 0.785247]","[0.733719, 0.842228]","[0.340003, 0.359175, 0.493004, 0.513649, 0.393813]","[0.359175, 0.340003]"
NS-1180_assembly,NS-1180_assembly,1,0,1754,0,1,0,2,0,[1754],[],[1.79782],[],[0.893387],[],[0.515393],[]
NS-1184_assembly,NS-1184_assembly,4,4,150306,240113,29,43,309,277,"[83899, 60732, 1782, 3893]","[79892, 82753, 60732, 16736]","[0.911273, 1.013852, 2.188538, 0.876262]","[0.887043, 1.114611, 1.00928, 0.60675]","[0.775587, 0.368175, 0.879349, 0.896224]","[0.780066, 0.361957, 0.357752, 0.341718]","[0.341148, 0.355743, 0.514029, 0.496789]","[0.342062, 0.357631, 0.355743, 0.297801]"
NS-1200_assembly,NS-1200_assembly,3,0,31827,0,6,0,26,0,"[1782, 3283, 26762]",[],"[2.157768, 1.051337, 1.1235]",[],"[0.879349, 0.922936, 0.39018]",[],"[0.513468, 0.493756, 0.386107]",[]
NS-1214_assembly,NS-1214_assembly,6,4,71621,66583,23,18,182,120,"[36769, 16945, 7193, 5077, 1748, 3889]","[23329, 22484, 15693, 5077]","[0.753144, 0.402636, 0.891138, 24.844362, 3.027225, 1.560349]","[0.477254, 1.134279, 0.785101, 24.844362]","[0.361255, 0.525465, 0.771305, 0.709868, 0.896453, 0.897146]","[0.580479, 0.877024, 0.516791, 0.709868]","[0.349398, 0.292122, 0.355624, 0.36754, 0.517162, 0.4973]","[0.309229, 0.36079, 0.366597, 0.36754]"
NS-1230_assembly,NS-1230_assembly,5,1,125004,108779,19,16,276,242,"[100524, 17787, 1795, 3279, 1619]",[108779],"[0.936907, 0.416612, 3.255416, 0.885036, 0.792824]",[0.940499],"[0.844753, 0.491876, 0.872981, 0.924062, 0.815318]",[0.818219],"[0.346992, 0.29634, 0.513649, 0.493443, 0.399629]",[0.346758]
NS-1288_assembly,NS-1288_assembly,6,2,137062,80717,26,9,282,117,"[2381, 95648, 4018, 4524, 21531, 8960]","[71757, 8960]","[4.925349, 0.93535, 0.577516, 0.418632, 1.063726, 0.618832]","[0.835831, 0.618832]","[0.688786, 0.676857, 0.711548, 0.65252, 0.710092, 0.623884]","[0.608693, 0.620982]","[0.49517, 0.377227, 0.317571, 0.307029, 0.350053, 0.347768]","[0.362808, 0.347768]"
NS-1289_assembly,NS-1289_assembly,2,2,101059,158535,7,6,89,79,"[5232, 95827]","[62708, 95827]","[1.056626, 0.444709]","[0.907389, 0.444709]","[0.892775, 0.668204]","[0.309945, 0.472998]","[0.496751, 0.333132]","[0.36072, 0.333132]"
NS-1290_assembly,NS-1290_assembly,2,0,5727,0,3,0,11,0,"[1834, 3893]",[],"[3.447677, 1.7144]",[],"[0.854417, 0.896224]",[],"[0.507634, 0.496532]",[]
NS-1309_assembly,NS-1309_assembly,2,0,32579,0,7,0,31,0,"[5762, 26817]",[],"[1.506645, 1.084624]",[],"[0.877473, 0.377857]",[],"[0.498959, 0.385875]",[]
NS-1336_assembly,NS-1336_assembly,7,4,146117,121520,35,28,399,236,"[14778, 43597, 7235, 19509, 44849, 13565, 2584]","[19509, 43597, 44849, 13565]","[1.576233, 1.741184, 0.603819, 1.057914, 0.942948, 0.974199, 0.708805]","[1.057914, 1.741184, 0.942948, 0.974199]","[0.42949, 0.788059, 0.753006, 0.768671, 0.557894, 0.79049, 0.500387]","[0.768671, 0.788059, 0.551428, 0.660229]","[0.44079, 0.350116, 0.317623, 0.324824, 0.353653, 0.351419, 0.345975]","[0.324824, 0.350116, 0.353653, 0.351419]"
NS-1365_assembly,NS-1365_assembly,8,5,199848,103486,40,22,320,153,"[7158, 119139, 21712, 8230, 27709, 1807, 3893, 10200]","[3682, 58372, 27709, 10200, 3523]","[0.640663, 0.94486, 0.714524, 1.265233, 1.008935, 3.058763, 1.761102, 0.456712]","[0.69597, 1.294842, 1.008935, 0.456626, 1.002304]","[0.761106, 0.324604, 0.679071, 0.544957, 0.804071, 0.867183, 0.896224, 0.41098]","[0.829169, 0.66818, 0.804071, 0.41098, 0.332955]","[0.320481, 0.348761, 0.333364, 0.346294, 0.358043, 0.509685, 0.496275, 0.322549]","[0.34981, 0.344223, 0.358043, 0.322549, 0.337213]"
NS-1369_assembly,NS-1369_assembly,4,1,66882,56950,5,1,136,120,"[56950, 4227, 1812, 3893]",[56950],"[1.2131, 0.424219, 2.048968, 1.577793]",[1.2131],"[0.831888, 0.480483, 0.86479, 0.896224]",[0.831888],"[0.343108, 0.310149, 0.510486, 0.496789]",[0.343108]
NS-1412_assembly,NS-1412_assembly,9,5,141699,127686,36,28,287,239,"[39588, 71755, 8993, 1977, 5151, 6331, 2199, 3893, 1812]","[39588, 71755, 8993, 5151, 2199]","[0.83425, 1.118568, 0.648502, 0.618459, 1.353612, 0.496233, 0.838763, 0.905588, 0.963357]","[0.83425, 1.118568, 0.648502, 1.353612, 0.838763]","[0.787764, 0.712828, 0.704882, 0.717248, 0.528053, 0.361238, 0.609823, 0.896224, 0.86479]","[0.787764, 0.712828, 0.704882, 0.528053, 0.527513]","[0.332929, 0.354484, 0.311909, 0.3217, 0.340516, 0.36108, 0.355161, 0.496789, 0.510486]","[0.332929, 0.354484, 0.311909, 0.340516, 0.355161]"
NS-1464_assembly,NS-1464_assembly,3,1,66074,60896,4,1,143,133,"[60896, 3363, 1815]",[60896],"[0.784917, 1.292361, 1.243142]",[0.784917],"[0.802237, 0.922985, 0.863361]",[0.797047],"[0.343668, 0.492417, 0.510193]",[0.343668]
NS-1477_assembly,NS-1477_assembly,5,3,106422,101348,6,3,311,222,"[48117, 23388, 29843, 1795, 3279]","[23388, 48117, 29843]","[1.003497, 0.42417, 1.026548, 4.154472, 1.616172]","[0.42417, 1.003497, 1.026548]","[0.875013, 0.803703, 0.888081, 0.872981, 0.924062]","[0.803703, 0.875013, 0.885635]","[0.348131, 0.321746, 0.364943, 0.513649, 0.493443]","[0.321746, 0.348131, 0.364943]"
NS-1492_assembly,NS-1492_assembly,9,5,132518,98283,19,11,337,206,"[14788, 4427, 9592, 37701, 12283, 34280, 15306, 2460, 1681]","[4427, 9592, 37701, 34280, 12283]","[1.569618, 0.41534, 0.725236, 1.055371, 0.520772, 0.953382, 0.656448, 0.920466, 1.62236]","[0.41534, 0.725236, 1.055371, 0.953382, 0.520772]","[0.429199, 0.859499, 0.911593, 0.874088, 0.724172, 0.734393, 0.457141, 0.508537, 0.785247]","[0.859499, 0.911593, 0.874088, 0.721412, 0.724172]","[0.440628, 0.31963, 0.338198, 0.353253, 0.332329, 0.35741, 0.332353, 0.39878, 0.393813]","[0.31963, 0.338198, 0.353253, 0.35741, 0.332329]"
NS-1623_assembly,NS-1623_assembly,7,5,90756,62272,23,17,403,131,"[14683, 30133, 19174, 9837, 3038, 10528, 3363]","[30133, 10230, 3066, 9837, 9006]","[1.765801, 0.978909, 0.702416, 0.427184, 0.654351, 1.043534, 1.242676]","[0.978909, 0.460505, 0.689117, 0.427184, 1.018406]","[0.432269, 0.873195, 0.638052, 0.813561, 0.832456, 0.639438, 0.922985]","[0.873195, 0.669208, 0.825179, 0.75277, 0.514213]","[0.442076, 0.360701, 0.353552, 0.359662, 0.363068, 0.401501, 0.492715]","[0.360701, 0.348583, 0.36334, 0.359662, 0.358428]"
NS-1640_assembly,NS-1640_assembly,9,4,140621,79643,29,17,409,147,"[19213, 27779, 42895, 4594, 4231, 25387, 1815, 3249, 11458]","[27779, 42895, 4594, 4375]","[1.037772, 1.089576, 0.722452, 1.306073, 0.461199, 0.889968, 2.532459, 0.483192, 1.161196]","[1.089576, 0.722452, 1.306073, 1.06371]","[0.568209, 0.378415, 0.835972, 0.786243, 0.480501, 0.516209, 0.863361, 0.896891, 0.343341]","[0.369632, 0.835972, 0.782325, 0.562286]","[0.365898, 0.381835, 0.357011, 0.352199, 0.312928, 0.339938, 0.510193, 0.492151, 0.371618]","[0.381835, 0.357011, 0.352199, 0.351314]"
NS-1649_assembly,NS-1649_assembly,8,5,109017,97988,16,7,303,203,"[8466, 47103, 29515, 5987, 5883, 6917, 1748, 3398]","[8466, 5987, 47103, 29515, 6917]","[0.572904, 1.348325, 1.06221, 0.530585, 0.791878, 0.518296, 1.990763, 1.793918]","[0.572904, 0.530585, 1.348325, 1.06221, 0.518296]","[0.815615, 0.892321, 0.890327, 0.642392, 0.72667, 0.55472, 0.896453, 0.913479]","[0.815615, 0.642392, 0.892321, 0.87525, 0.55472]","[0.321049, 0.349935, 0.365916, 0.302322, 0.348802, 0.320659, 0.517162, 0.49176]","[0.321049, 0.302322, 0.349935, 0.365916, 0.320659]"
NS-1685_assembly,NS-1685_assembly,7,4,169252,157519,19,16,353,264,"[6644, 67776, 10796, 37938, 41009, 1810, 3279]","[10796, 67776, 37938, 41009]","[0.589852, 0.941456, 0.437451, 0.980714, 0.949557, 2.056414, 1.04889]","[0.437451, 0.941456, 0.980714, 0.949557]","[0.808248, 0.861544, 0.631993, 0.812273, 0.515082, 0.865746, 0.924062]","[0.573361, 0.861544, 0.800543, 0.515082]","[0.324052, 0.341419, 0.305298, 0.362723, 0.361921, 0.51105, 0.493138]","[0.305298, 0.341419, 0.362723, 0.361921]"
NS-1691_assembly,NS-1691_assembly,9,6,155041,134717,41,34,358,248,"[12634, 68650, 10400, 14640, 25153, 1795, 3889, 15576, 2304]","[68650, 12634, 10400, 25153, 15576, 2304]","[0.621189, 0.785979, 0.900674, 0.993843, 0.718784, 2.55988, 1.223783, 1.35151, 0.708108]","[0.785979, 0.621189, 0.900674, 0.718784, 1.35151, 0.708108]","[0.798243, 0.803802, 0.639519, 0.59918, 0.457599, 0.872981, 0.897146, 0.391692, 0.373698]","[0.803802, 0.720358, 0.61125, 0.457599, 0.391692, 0.373698]","[0.343834, 0.340189, 0.354904, 0.389071, 0.342186, 0.513649, 0.496786, 0.363572, 0.378906]","[0.340189, 0.343834, 0.354904, 0.342186, 0.363572, 0.378906]"
NS-1692_assembly,NS-1692_assembly,5,2,108905,98957,10,6,283,209,"[67873, 31084, 4310, 1749, 3889]","[67873, 31084]","[1.176344, 0.993619, 0.413389, 2.588161, 1.309177]","[1.176344, 0.993619]","[0.843472, 0.876882, 0.504408, 0.895941, 0.897146]","[0.842544, 0.862566]","[0.34015, 0.362373, 0.311833, 0.516867, 0.4973]","[0.34015, 0.362373]"
NS-1693_assembly,NS-1693_assembly,5,2,56254,21574,14,3,90,15,"[16431, 5143, 28923, 3893, 1864]","[5143, 16431]","[4.298263, 13.933642, 0.726644, 1.306579, 1.529286]","[13.933642, 2.024719]","[0.911996, 0.700953, 0.303081, 0.896224, 0.840665]","[0.700953, 0.44556]","[0.343375, 0.368073, 0.339902, 0.496018, 0.503755]","[0.368073, 0.343375]"
NS-1694_assembly,NS-1694_assembly,3,1,55660,48174,15,9,240,111,"[48174, 5691, 1795]",[48174],"[0.856633, 1.342476, 0.49955]",[0.856633],"[0.872525, 0.88842, 0.872981]",[0.81544],"[0.355212, 0.502021, 0.513649]",[0.355212]
NS-580_assembly,NS-580_assembly,4,1,35393,34358,9,9,75,70,"[26355, 1782, 3893, 3363]",[34358],"[0.757386, 8.605032, 3.864007, 0.464807]",[1.419402],"[0.833049, 0.879349, 0.896224, 0.922985]",[0.731969],"[0.361146, 0.514029, 0.496789, 0.493012]",[0.363874]
NS-583_assembly,NS-583_assembly,7,2,200822,113115,25,16,478,200,"[104116, 5812, 20981, 41473, 1817, 3893, 22730]","[109842, 3273]","[1.234936, 0.535741, 0.688975, 0.688904, 5.507582, 3.705913, 0.772299]","[1.309374, 0.736787]","[0.79349, 0.798692, 0.311234, 0.505895, 0.862411, 0.896224, 0.325429]","[0.671018, 0.64253]","[0.341216, 0.32106, 0.345265, 0.324018, 0.510182, 0.496789, 0.339639]","[0.34353, 0.357776]"
SS-0002_assembly,SS-0002_assembly,5,2,107501,108438,12,12,277,244,"[68770, 31413, 1748, 3889, 1681]","[68770, 39668]","[1.295517, 0.98174, 3.606278, 2.076302, 0.890602]","[1.295517, 0.909372]","[0.840715, 0.867698, 0.896453, 0.897146, 0.785247]","[0.840715, 0.786276]","[0.339988, 0.362334, 0.517162, 0.4973, 0.393813]","[0.339988, 0.358501]"
SS-0004_assembly,SS-0004_assembly,4,3,15550,91642,8,16,48,186,"[6851, 1748, 3359, 3592]","[15679, 68770, 7193]","[0.677734, 3.090184, 1.575642, 0.99895]","[0.783526, 1.039729, 0.813853]","[0.794774, 0.896453, 0.924085, 0.367483]","[0.503476, 0.840715, 0.70944]","[0.32477, 0.517162, 0.493599, 0.342149]","[0.366796, 0.340003, 0.355624]"
SS-0005_assembly,SS-0005_assembly,1,0,5809,0,4,0,10,0,[5809],[],[3.033864],[],[0.862971],[],[0.501291],[]
SS-0006_assembly,SS-0006_assembly,1,0,5780,0,5,0,10,0,[5780],[],[2.681273],[],[0.867301],[],[0.502941],[]
SS-0007_assembly,SS-0007_assembly,5,3,103143,112026,15,17,218,211,"[68770, 24310, 5143, 1641, 3279]","[68770, 38113, 5143]","[1.553891, 0.872522, 13.52909, 2.507055, 1.46515]","[1.553891, 0.897462, 13.52909]","[0.842228, 0.57536, 0.700758, 0.954906, 0.924062]","[0.842228, 0.590324, 0.700758]","[0.340003, 0.311929, 0.368268, 0.527118, 0.494053]","[0.340003, 0.326109, 0.368268]"
SS-0008_assembly,SS-0008_assembly,5,2,21116,143144,10,25,52,100,"[9483, 3989, 1779, 2227, 3638]","[128975, 14169]","[0.586263, 0.623428, 2.05697, 1.671511, 0.628016]","[1.216358, 1.439516]","[0.849942, 0.892956, 0.880832, 0.529412, 0.847169]","[0.336996, 0.66709]","[0.363703, 0.498872, 0.514334, 0.313875, 0.392523]","[0.354836, 0.36234]"
SS-0009_assembly,SS-0009_assembly,1,0,5250,0,4,0,7,0,[5250],[],[1.773334],[],[0.903619],[],[0.501143],[]
SS-0010_assembly,SS-0010_assembly,3,0,26091,0,3,0,42,0,"[21027, 1815, 3249]",[],"[0.992667, 3.742672, 2.017286]",[],"[0.5482, 0.863361, 0.896891]",[],"[0.349313, 0.510193, 0.492459]",[]
SS-0011_assembly,SS-0011_assembly,8,4,120523,103728,14,9,320,215,"[23838, 6766, 48561, 28869, 4392, 2460, 1748, 3889]","[23838, 48561, 28869, 2460]","[0.426866, 0.498403, 0.846535, 0.941246, 0.398103, 0.855523, 4.026069, 2.110312]","[0.426866, 0.846535, 0.941246, 0.855523]","[0.792768, 0.805202, 0.845534, 0.872043, 0.643898, 0.638211, 0.896453, 0.897146]","[0.792768, 0.845534, 0.856628, 0.509756]","[0.321336, 0.326485, 0.347357, 0.359382, 0.309199, 0.39878, 0.517162, 0.496786]","[0.321336, 0.347357, 0.359382, 0.39878]"
SS-0012_assembly,SS-0012_assembly,5,2,43790,34513,17,9,133,75,"[5793, 27320, 7193, 1802, 1682]","[27320, 7193]","[2.762489, 1.057412, 0.864676, 0.696894, 0.467939]","[1.057412, 0.864676]","[0.885379, 0.867936, 0.749757, 0.869589, 0.78478]","[0.859993, 0.70944]","[0.502848, 0.360286, 0.355345, 0.513319, 0.393579]","[0.360286, 0.355345]"
SS-0016_assembly,SS-0016_assembly,3,1,45465,5144,6,1,88,8,"[5250, 5144, 35071]",[5144],"[6.612177, 15.613109, 0.976362]",[15.613109],"[0.903619, 0.700816, 0.600696]",[0.700816],"[0.501333, 0.36839, 0.361296]",[0.36839]
SS-0017_assembly,SS-0017_assembly,5,3,121783,116676,17,14,364,248,"[37089, 72394, 7193, 1748, 3359]","[72394, 37089, 7193]","[1.037789, 1.401922, 0.890391, 2.98109, 1.833001]","[1.401922, 1.037789, 0.890391]","[0.771226, 0.842142, 0.771305, 0.896453, 0.924085]","[0.842142, 0.673003, 0.70944]","[0.35919, 0.338605, 0.355484, 0.517162, 0.493004]","[0.338605, 0.35919, 0.355484]"
SS-0020_assembly,SS-0020_assembly,2,0,5728,0,3,0,11,0,"[1835, 3893]",[],"[3.571493, 2.637006]",[],"[0.853951, 0.896224]",[],"[0.507357, 0.496789]",[]
SS-0022_assembly,SS-0022_assembly,4,4,57539,63556,8,8,116,125,"[7494, 41254, 5214, 3577]","[7494, 41254, 11167, 3641]","[0.443447, 0.90476, 1.192354, 0.803869]","[0.443447, 0.90476, 0.70432, 0.807574]","[0.711636, 0.81883, 0.895857, 0.329606]","[0.711636, 0.81883, 0.549118, 0.323812]","[0.315052, 0.357177, 0.496931, 0.324574]","[0.315052, 0.357177, 0.318886, 0.322988]"
SS-0023_assembly,SS-0023_assembly,3,1,62608,46477,10,3,79,86,"[38662, 18184, 5762]",[46477],"[0.847869, 0.972474, 2.57985]",[0.817594],"[0.44007, 0.687088, 0.877473]",[0.814295],"[0.360768, 0.350528, 0.498959]",[0.344471]
SS-0025_assembly,SS-0025_assembly,5,3,165044,91884,23,12,256,165,"[5780, 40669, 46836, 67380, 4379]","[40669, 46836, 4379]","[4.705271, 0.525686, 0.953452, 0.736476, 0.519451]","[0.525686, 0.953452, 0.519451]","[0.867301, 0.714254, 0.897408, 0.450638, 0.486412]","[0.714254, 0.897408, 0.486412]","[0.502768, 0.333964, 0.350777, 0.362125, 0.359443]","[0.333964, 0.350777, 0.359443]"
SS-0028_assembly,SS-0028_assembly,8,5,140672,165819,44,42,391,315,"[70364, 6714, 24907, 7193, 14800, 11019, 1782, 3893]","[38240, 70364, 24907, 17508, 14800]","[1.012293, 0.64853, 0.734978, 0.824318, 1.064701, 0.588529, 2.33131, 0.859833]","[1.273868, 1.007327, 0.734978, 0.678336, 1.068892]","[0.809974, 0.810694, 0.729875, 0.740581, 0.540743, 0.512841, 0.879349, 0.896224]","[0.853896, 0.808709, 0.692095, 0.607608, 0.540743]","[0.353547, 0.327078, 0.322319, 0.355624, 0.337162, 0.326255, 0.514029, 0.496789]","[0.35659, 0.353448, 0.322319, 0.336532, 0.337162]"
SS-0029_assembly,SS-0029_assembly,7,5,138847,98480,20,16,260,179,"[10725, 69636, 4634, 18821, 2452, 5762, 26817]","[10725, 61539, 4634, 19130, 2452]","[0.526794, 0.895075, 0.660432, 1.048581, 0.901417, 0.754166, 1.043479]","[0.526794, 1.060094, 0.660432, 0.716928, 0.901417]","[0.728019, 0.706416, 0.681269, 0.673822, 0.614192, 0.877473, 0.377857]","[0.728019, 0.709778, 0.681269, 0.683847, 0.614192]","[0.32028, 0.345583, 0.33211, 0.353541, 0.34217, 0.498785, 0.385688]","[0.32028, 0.348104, 0.33211, 0.33633, 0.34217]"
SS-0030_assembly,SS-0030_assembly,3,1,71835,30324,8,4,88,65,"[39850, 5232, 26753]",[30324],"[0.693054, 3.410635, 1.096171]",[0.808883],"[0.709561, 0.892775, 0.378761]",[0.79409],"[0.330263, 0.496751, 0.386237]",[0.345634]
SS-0031_assembly,SS-0031_assembly,7,5,105659,100501,9,6,235,165,"[17154, 3151, 54351, 13704, 12141, 3363, 1795]","[17154, 3151, 54351, 13704, 12141]","[0.50524, 0.49839, 1.065724, 0.977046, 0.411382, 2.390264, 3.000381]","[0.50524, 0.49839, 1.065724, 0.977046, 0.411382]","[0.8201, 0.79689, 0.864749, 0.804802, 0.698048, 0.922985, 0.872981]","[0.816428, 0.79689, 0.843885, 0.804802, 0.698048]","[0.318818, 0.31133, 0.3652, 0.357414, 0.309035, 0.492417, 0.513092]","[0.318818, 0.31133, 0.3652, 0.357414, 0.309035]"
SS-0032_assembly,SS-0032_assembly,5,3,164637,159530,20,17,318,264,"[68650, 31783, 59097, 1748, 3359]","[68650, 31783, 59097]","[0.790025, 1.030591, 0.792037, 3.749319, 2.437759]","[0.790025, 1.030591, 0.792037]","[0.858966, 0.79209, 0.533107, 0.896453, 0.924085]","[0.858966, 0.778089, 0.522395]","[0.340131, 0.362017, 0.352133, 0.517162, 0.493004]","[0.340131, 0.362017, 0.352133]"
SS-0033_assembly,SS-0033_assembly,2,0,5203,0,3,0,6,0,"[3363, 1840]",[],"[2.005328, 2.412362]",[],"[0.922985, 0.85163]",[],"[0.492715, 0.505978]",[]
SS-0034_assembly,SS-0034_assembly,11,8,202284,189625,56,52,463,286,"[81219, 7785, 7064, 30832, 2210, 7483, 18494, 34883, 1702, 3893, 6719]","[81219, 7785, 2210, 30832, 7483, 18494, 34883, 6719]","[0.869699, 0.513638, 0.644498, 1.09318, 0.655215, 0.886344, 0.483631, 1.170337, 2.804656, 2.096035, 0.497057]","[0.869699, 0.513638, 0.655215, 1.09318, 0.886344, 0.483631, 1.170337, 0.497057]","[0.758382, 0.591394, 0.771234, 0.846004, 0.681448, 0.609248, 0.58473, 0.552647, 0.920682, 0.896224, 0.686263]","[0.74602, 0.554143, 0.681448, 0.843636, 0.570493, 0.58473, 0.552647, 0.676886]","[0.339108, 0.339114, 0.321206, 0.361832, 0.327149, 0.347989, 0.355899, 0.379325, 0.519976, 0.496789, 0.352433]","[0.339108, 0.339114, 0.327149, 0.361832, 0.347989, 0.355899, 0.379325, 0.352433]"
